months_driven,total_kms_driven,make,vehicle_model,year,fuel_type,last_service_type,days_until_service,kms_until_service,driver_profile,trigger
3.98,6825.5,Ford,Focus,2012,petrol,full_service,21,1174.5,average,km
4.55,4509.1,Ford,Fiesta,2024,petrol,full_service,63,2008.2,average,time
5.09,9685.5,Honda,Accord,2020,petrol,oil_change,5,314.5,average,km
4.77,4006.8,Volkswagen,Polo,2018,diesel,oil_change,12,324.4,light,time
2.51,2690.1,Ford,Escape,2014,hybrid,full_service,122,4142.5,light,time
6.21,9732.2,Maruti,Baleno,2021,electric,inspection,205,10532.7,average,time
1.93,2817.2,Ford,Escape,2024,petrol,brake_service,101,4791.3,average,time
1.45,2324.8,Hyundai,Tucson,2019,diesel,inspection,183,9366.7,average,time
5.23,6903.8,BMW,X3,2023,hybrid,oil_change,22,952.6,average,time
1.28,4797.6,Maruti,Vitara,2014,petrol,brake_service,26,3202.4,heavy,km
3.86,3146.3,Honda,Civic,2020,petrol,brake_service,63,1721.4,light,time
1.29,2456.6,Honda,Accord,2012,petrol,oil_change,89,5543.4,average,km
3.29,7251.7,Ford,Escape,2022,hybrid,full_service,47,3409.5,average,time
6.02,3918.9,Maruti,Swift,2014,petrol,brake_service,2,33.4,light,time
7.21,4918.2,Ford,Fiesta,2015,electric,oil_change,48,1053.6,light,time
3.74,8387.6,Ford,Escape,2019,petrol,brake_service,23,1612.4,heavy,km
6.34,4990.7,Toyota,Camry,2019,diesel,full_service,1,22.2,light,time
2.14,2011.4,Ford,Escape,2024,petrol,oil_change,99,3012.9,light,time
0.35,682.8,Maruti,Baleno,2015,petrol,oil_change,124,7317.2,average,km
0.49,787.2,Ford,Fiesta,2011,hybrid,brake_service,153,8812.8,heavy,km
1.61,1796.2,Hyundai,Creta,2020,hybrid,oil_change,158,5764.4,light,time
4.68,5446.7,Maruti,Vitara,2022,petrol,brake_service,45,1716.1,average,time
2.91,5427.5,Honda,CR-V,2014,diesel,full_service,80,4908.5,average,time
3.39,4356.0,Volkswagen,Golf,2016,diesel,full_service,87,3634.5,average,time
3.55,5397.1,Volkswagen,Golf,2022,petrol,inspection,52,2568.7,average,time
7.17,11953.9,Maruti,Swift,2010,electric,full_service,152,8292.5,average,time
1.41,1049.1,Honda,Accord,2022,petrol,oil_change,138,3572.7,light,time
4.94,9337.9,Toyota,Camry,2024,diesel,inspection,25,1567.3,average,time
4.1,7553.0,Maruti,Vitara,2020,petrol,oil_change,41,2447.0,average,km
0.65,1265.7,Ford,Fiesta,2023,petrol,oil_change,146,9734.3,average,km
3.95,3315.1,Ford,Escape,2019,petrol,inspection,69,1927.3,light,time
4.18,6446.4,Volkswagen,Polo,2014,hybrid,oil_change,62,3077.9,average,time
1.5,5558.9,Volkswagen,Tiguan,2010,petrol,oil_change,20,2441.1,heavy,km
1.19,1006.3,Hyundai,Tucson,2021,petrol,oil_change,111,3120.1,light,time
5.14,3858.8,Ford,Fiesta,2020,petrol,full_service,2,57.5,light,time
0.15,516.0,Ford,Fiesta,2021,petrol,inspection,86,10484.0,heavy,km
6.61,5915.7,Ford,Escape,2014,hybrid,oil_change,4,125.0,light,time
5.17,14926.9,Toyota,Camry,2024,diesel,full_service,16,1573.1,heavy,km
0.7,1766.0,Hyundai,i20,2020,petrol,oil_change,104,8234.0,average,km
0.54,1000.4,Honda,CR-V,2023,electric,brake_service,318,20711.6,average,time
0.15,101.6,Volkswagen,Golf,2022,diesel,oil_change,226,7757.8,average,time
4.14,5237.6,Maruti,Swift,2018,petrol,full_service,44,1831.1,average,time
5.56,9355.9,Toyota,RAV4,2023,petrol,full_service,30,1644.1,average,km
1.46,3458.9,Toyota,RAV4,2015,petrol,inspection,58,4541.1,heavy,km
3.78,6561.8,Ford,Fiesta,2010,hybrid,oil_change,53,3038.2,average,km
4.12,5809.4,Volkswagen,Golf,2022,petrol,full_service,42,1945.0,average,time
2.56,4587.2,Maruti,Vitara,2023,hybrid,oil_change,82,4827.8,average,time
2.01,3672.9,Volkswagen,Tiguan,2020,petrol,full_service,86,5092.2,average,time
4.22,6219.0,BMW,5 Series,2014,diesel,oil_change,77,3760.0,average,time
4.01,13783.3,BMW,3 Series,2019,diesel,brake_service,11,1216.7,heavy,km
9.64,13297.3,BMW,X3,2020,electric,inspection,85,3835.5,average,time
0.61,1652.1,BMW,X3,2016,hybrid,inspection,119,10347.9,heavy,km
5.22,10405.9,Volkswagen,Polo,2013,diesel,full_service,25,1594.1,average,km
2.34,6064.8,Hyundai,i20,2022,petrol,full_service,59,4935.2,heavy,km
0.81,1384.1,BMW,X3,2023,petrol,oil_change,156,8759.8,average,time
3.7,5696.3,Ford,Escape,2010,petrol,oil_change,49,2303.7,average,km
0.11,38.6,Volkswagen,Polo,2011,hybrid,oil_change,152,3984.1,light,time
1.67,4366.2,Honda,Civic,2012,petrol,oil_change,41,3633.8,heavy,km
2.56,2331.1,Honda,CR-V,2015,diesel,inspection,113,3345.0,light,time
4.91,10012.6,Hyundai,i20,2020,petrol,oil_change,0,0.0,average,km
1.4,3315.7,Toyota,Camry,2017,diesel,brake_service,149,11417.6,heavy,time
1.44,4349.2,Maruti,Swift,2020,petrol,full_service,57,5650.8,heavy,km
2.68,3018.4,Honda,Civic,2012,diesel,oil_change,97,3553.1,average,time
1.5,4298.0,Hyundai,Creta,2018,petrol,inspection,61,5702.0,heavy,km
2.21,1525.3,Volkswagen,Tiguan,2017,diesel,oil_change,104,2416.4,light,time
0.36,1030.8,Honda,CR-V,2019,petrol,full_service,107,8969.2,heavy,km
5.43,7792.5,Maruti,Vitara,2010,petrol,oil_change,5,207.5,average,km
0.46,1479.8,Volkswagen,Polo,2018,petrol,oil_change,79,8520.2,heavy,km
2.62,6857.1,Maruti,Vitara,2019,petrol,oil_change,37,3142.9,heavy,km
3.23,11447.5,Toyota,Camry,2022,hybrid,full_service,16,1752.5,heavy,km
9.38,29033.4,Hyundai,Tucson,2010,electric,oil_change,61,6199.9,heavy,time
0.5,975.2,BMW,X3,2020,electric,brake_service,315,22245.9,average,time
0.26,441.1,Toyota,RAV4,2018,electric,full_service,345,15681.7,average,time
12.03,21523.1,Hyundai,i20,2024,electric,inspection,27,1568.8,average,time
4.78,8218.7,BMW,5 Series,2013,hybrid,inspection,24,1337.6,average,time
5.17,4240.5,Volkswagen,Tiguan,2018,petrol,inspection,25,660.4,light,time
1.29,2420.4,BMW,3 Series,2023,petrol,inspection,141,8579.6,average,km
2.04,2323.7,Honda,CR-V,2013,petrol,inspection,105,3872.4,light,time
7.06,8080.3,Ford,Focus,2021,electric,inspection,161,6095.9,average,time
4.12,7340.9,Volkswagen,Tiguan,2018,petrol,oil_change,44,2659.1,average,km
6.33,11611.8,Volkswagen,Tiguan,2022,electric,full_service,194,11636.8,average,time
1.2,1612.8,Volkswagen,Polo,2023,petrol,inspection,129,5822.5,average,time
4.49,8367.9,Ford,Focus,2018,petrol,oil_change,26,1632.1,average,km
4.09,7598.5,Hyundai,i20,2021,petrol,oil_change,35,2091.2,average,time
3.67,3379.0,Maruti,Baleno,2022,petrol,oil_change,66,1988.7,light,time
0.58,1966.0,Honda,Civic,2018,petrol,brake_service,75,8034.0,heavy,km
6.13,4783.8,Maruti,Vitara,2021,petrol,inspection,1,28.4,light,time
3.3,5271.9,BMW,3 Series,2020,petrol,oil_change,91,4728.1,average,km
4.2,4189.6,Hyundai,i20,2023,petrol,inspection,82,2707.0,light,time
7.87,10060.8,Maruti,Swift,2011,electric,full_service,134,5640.6,average,time
6.22,7165.1,Hyundai,Creta,2014,diesel,brake_service,2,68.0,average,time
2.55,1562.1,Honda,Accord,2019,diesel,brake_service,81,1605.3,light,time
0.67,1189.7,BMW,X3,2014,petrol,full_service,114,6810.3,average,km
0.31,230.7,Hyundai,Tucson,2023,petrol,oil_change,187,3890.6,light,time
2.72,3765.2,Honda,Accord,2024,diesel,oil_change,85,3853.9,average,time
2.45,5221.6,Hyundai,Tucson,2023,diesel,brake_service,87,6124.3,average,time
4.04,3282.7,Toyota,RAV4,2019,electric,inspection,237,6497.7,light,time
7.27,15518.7,Maruti,Vitara,2010,electric,oil_change,101,7064.5,average,time
3.56,3399.1,Hyundai,Tucson,2024,petrol,full_service,91,2849.9,light,time
2.53,6733.2,Volkswagen,Tiguan,2012,petrol,oil_change,14,1266.8,heavy,km
3.28,6557.0,Honda,CR-V,2021,diesel,oil_change,86,5666.4,average,time
1.94,2376.2,BMW,X3,2021,petrol,full_service,117,4531.0,light,time
3.25,6937.4,BMW,5 Series,2014,petrol,full_service,17,1062.6,average,km
1.46,5473.1,Hyundai,Creta,2017,petrol,oil_change,37,4526.9,heavy,km
0.49,1227.3,BMW,5 Series,2018,diesel,oil_change,160,12541.5,heavy,time
3.26,9550.1,Toyota,Camry,2023,petrol,brake_service,15,1449.9,heavy,km
5.2,9712.4,Hyundai,i20,2016,petrol,brake_service,4,287.6,average,km
5.01,6902.4,Honda,CR-V,2015,diesel,oil_change,22,1015.4,average,time
6.08,7870.0,BMW,X3,2021,diesel,oil_change,1,60.7,average,time
1.72,3122.2,Toyota,Corolla,2015,petrol,full_service,84,4877.8,average,km
4.03,5264.1,Toyota,RAV4,2014,hybrid,inspection,63,2676.8,average,time
0.87,1442.3,Hyundai,i20,2015,hybrid,brake_service,141,8157.7,average,km
0.3,362.7,Hyundai,i20,2020,petrol,inspection,147,4298.7,light,time
4.08,7080.4,BMW,X3,2014,petrol,oil_change,14,790.3,average,time
3.5,8840.6,Hyundai,i20,2024,petrol,inspection,25,2159.4,heavy,km
2.07,2678.1,Hyundai,Tucson,2023,hybrid,inspection,115,4778.1,average,time
1.59,2000.7,Volkswagen,Polo,2024,diesel,full_service,129,5273.8,average,time
1.03,2970.1,Ford,Escape,2011,petrol,inspection,51,5029.9,heavy,km
4.2,2302.7,Hyundai,i20,2014,diesel,oil_change,42,731.5,light,time
0.86,2316.3,Toyota,RAV4,2014,diesel,oil_change,108,9683.7,heavy,km
6.11,11540.5,Toyota,Camry,2021,electric,brake_service,178,11143.0,average,time
6.78,7483.4,Hyundai,Creta,2022,diesel,inspection,16,570.7,average,time
3.13,2858.9,Honda,CR-V,2017,petrol,oil_change,76,2265.5,light,time
2.39,6834.0,BMW,3 Series,2019,petrol,full_service,35,3166.0,heavy,km
4.09,3571.6,Honda,Accord,2015,petrol,inspection,59,1699.4,light,time
0.87,818.2,Volkswagen,Polo,2019,petrol,oil_change,186,5372.3,light,time
2.8,1755.3,Toyota,Corolla,2014,petrol,brake_service,84,1643.6,light,time
0.25,460.0,BMW,X3,2018,petrol,full_service,154,9540.0,average,km
1.18,2123.5,Maruti,Baleno,2014,petrol,oil_change,102,5876.5,average,km
1.47,4404.0,Honda,Accord,2015,petrol,full_service,37,3596.0,heavy,km
1.36,940.4,Hyundai,Creta,2013,diesel,oil_change,121,2678.4,light,time
0.31,235.3,Toyota,Camry,2023,diesel,oil_change,156,3545.1,light,time
5.49,8803.2,Volkswagen,Golf,2010,diesel,full_service,17,891.0,average,time
2.82,4753.9,BMW,3 Series,2016,petrol,inspection,94,5246.1,average,km
12.81,12865.5,Volkswagen,Tiguan,2018,electric,oil_change,21,677.0,light,time
3.13,10932.9,Volkswagen,Golf,2013,diesel,oil_change,8,1067.1,heavy,km
6.01,5829.9,Volkswagen,Golf,2023,petrol,oil_change,25,781.2,light,time
1.7,2087.6,BMW,3 Series,2011,diesel,full_service,117,4750.2,average,time
0.32,1442.6,Volkswagen,Tiguan,2017,petrol,oil_change,63,8557.4,heavy,km
3.93,6317.6,Maruti,Vitara,2011,hybrid,inspection,65,3282.4,average,km
4.78,3648.2,Volkswagen,Tiguan,2011,diesel,oil_change,33,858.0,light,time
10.9,10878.6,Hyundai,Tucson,2024,electric,oil_change,94,3098.1,average,time
3.61,4486.5,Volkswagen,Polo,2014,petrol,brake_service,71,2939.8,average,time
1.76,2999.6,Hyundai,Tucson,2017,petrol,oil_change,123,7000.4,heavy,km
2.38,7470.1,Ford,Focus,2020,petrol,full_service,24,2529.9,heavy,km
1.04,2304.4,Toyota,RAV4,2023,petrol,oil_change,117,8695.6,heavy,km
2.66,4343.2,BMW,X3,2023,petrol,oil_change,96,5134.9,average,time
2.05,1514.7,Ford,Fiesta,2021,petrol,inspection,106,2413.9,light,time
3.95,5424.4,Honda,Civic,2011,diesel,brake_service,89,4047.9,average,time
4.41,6959.9,Volkswagen,Polo,2024,petrol,full_service,23,1183.2,average,time
2.51,1929.4,Honda,CR-V,2015,petrol,oil_change,105,2680.1,light,time
5.32,8459.2,Ford,Fiesta,2011,hybrid,full_service,18,957.8,average,time
4.74,5716.6,Ford,Focus,2018,diesel,oil_change,17,658.6,average,time
2.61,1905.1,Ford,Focus,2023,petrol,full_service,94,2255.5,light,time
3.07,2864.8,Honda,Civic,2015,diesel,full_service,105,3196.3,light,time
4.79,3512.8,Honda,Civic,2013,hybrid,full_service,26,637.1,light,time
2.69,4928.0,Honda,Civic,2010,petrol,inspection,51,3072.0,average,km
4.78,9188.1,Honda,CR-V,2019,petrol,brake_service,13,811.9,average,km
1.23,4321.1,Toyota,RAV4,2011,petrol,oil_change,32,3678.9,heavy,km
0.79,2647.9,Hyundai,Creta,2019,petrol,oil_change,66,7352.1,heavy,km
3.67,6786.9,Honda,CR-V,2011,petrol,oil_change,20,1213.1,average,km
0.97,1391.8,Honda,CR-V,2024,petrol,inspection,165,8003.1,average,time
3.04,2327.3,Honda,Civic,2018,hybrid,oil_change,76,1982.8,light,time
1.61,5660.4,Toyota,Camry,2018,hybrid,brake_service,53,6339.6,heavy,km
0.11,169.4,Volkswagen,Tiguan,2022,petrol,full_service,170,9048.8,average,time
8.02,8698.1,BMW,5 Series,2011,electric,full_service,106,3773.0,average,time
4.45,4442.6,Honda,Civic,2019,petrol,full_service,41,1359.8,average,time
1.67,1216.2,Hyundai,i20,2014,petrol,inspection,131,3085.5,light,time
2.5,3557.7,Maruti,Vitara,2013,petrol,oil_change,67,3121.6,average,time
2.43,4448.5,Volkswagen,Tiguan,2011,petrol,full_service,59,3551.5,average,km
1.88,6863.1,Toyota,RAV4,2013,petrol,inspection,10,1136.9,heavy,km
2.32,3379.1,BMW,3 Series,2016,petrol,oil_change,113,5281.7,average,time
1.93,1746.0,Maruti,Baleno,2016,petrol,inspection,141,4290.2,light,time
2.04,7137.7,Ford,Focus,2023,hybrid,inspection,52,6062.3,heavy,km
4.44,6532.5,Ford,Focus,2024,petrol,oil_change,48,2318.2,average,time
4.16,7440.6,Hyundai,Tucson,2012,diesel,oil_change,59,3458.5,average,time
5.46,4512.0,Hyundai,Creta,2014,diesel,oil_change,6,160.5,light,time
5.16,4611.2,Honda,Civic,2013,hybrid,oil_change,24,714.2,light,time
3.22,9478.3,Maruti,Swift,2015,diesel,full_service,27,2521.7,heavy,km
2.37,3909.7,Toyota,Camry,2022,petrol,full_service,113,6085.4,average,time
9.09,26903.5,Volkswagen,Polo,2023,electric,inspection,60,5831.5,heavy,time
2.17,7476.2,Maruti,Vitara,2014,petrol,inspection,5,523.8,heavy,km
0.27,244.5,Hyundai,Tucson,2018,petrol,full_service,185,5600.6,light,time
3.79,5034.2,Honda,Civic,2012,petrol,inspection,63,2775.3,average,time
4.65,8087.2,Honda,Civic,2016,petrol,brake_service,33,1912.8,average,km
4.11,6011.2,Honda,CR-V,2010,diesel,full_service,77,3688.9,average,time
1.06,1040.2,Honda,CR-V,2013,petrol,inspection,141,4502.4,light,time
1.98,6960.6,Hyundai,i20,2015,petrol,oil_change,8,1039.4,heavy,km
3.0,4560.1,Ford,Escape,2017,diesel,full_service,84,4251.0,average,time
2.93,4694.8,Maruti,Vitara,2013,petrol,inspection,62,3305.2,average,km
2.43,8665.6,Volkswagen,Golf,2024,petrol,brake_service,21,2334.4,heavy,km
0.63,635.0,Honda,CR-V,2015,petrol,oil_change,131,4937.4,average,time
0.29,457.9,Maruti,Swift,2017,hybrid,oil_change,140,7368.4,average,time
3.07,1844.8,Volkswagen,Tiguan,2012,hybrid,oil_change,85,1678.1,light,time
5.59,5794.2,Maruti,Vitara,2017,diesel,brake_service,3,101.4,light,time
4.01,4392.3,Hyundai,Tucson,2011,petrol,brake_service,35,1292.4,light,time
1.89,4892.2,Ford,Escape,2015,petrol,full_service,36,3107.8,heavy,km
1.62,2461.0,Hyundai,Tucson,2019,petrol,full_service,135,6849.6,average,time
3.65,5066.2,Toyota,Corolla,2018,diesel,oil_change,83,3816.6,average,time
0.82,2943.3,Maruti,Swift,2018,petrol,oil_change,60,7056.7,heavy,km
3.2,7348.1,BMW,5 Series,2015,hybrid,oil_change,30,2251.9,average,km
3.6,11705.6,Toyota,RAV4,2020,diesel,full_service,31,3294.4,heavy,km
4.17,8552.8,Honda,CR-V,2024,hybrid,full_service,66,4460.2,heavy,time
1.54,4523.5,Toyota,Camry,2010,hybrid,oil_change,52,5076.5,heavy,km
0.23,164.3,Maruti,Swift,2010,petrol,oil_change,180,6616.0,average,time
3.38,2964.6,Toyota,RAV4,2019,petrol,oil_change,42,1213.9,light,time
4.07,3308.5,Hyundai,i20,2019,petrol,oil_change,74,1954.1,light,time
2.38,5322.6,Volkswagen,Polo,2013,petrol,full_service,38,2677.4,heavy,km
3.04,4780.6,Volkswagen,Polo,2021,petrol,oil_change,97,4920.6,average,time
1.53,2950.8,Maruti,Baleno,2012,petrol,brake_service,75,5049.2,average,km
3.35,2462.2,Volkswagen,Tiguan,2018,hybrid,oil_change,92,2269.8,light,time
5.29,10478.0,BMW,5 Series,2017,diesel,inspection,24,1606.2,average,time
0.3,592.7,BMW,5 Series,2018,hybrid,brake_service,137,8390.0,average,time
1.54,2839.5,Hyundai,Creta,2010,petrol,oil_change,86,5160.5,average,km
5.41,4694.8,Honda,CR-V,2024,petrol,brake_service,28,805.1,light,time
0.8,473.3,Hyundai,i20,2017,petrol,full_service,152,3193.6,light,time
0.58,1431.9,Volkswagen,Tiguan,2021,diesel,oil_change,153,11692.7,heavy,time
2.03,8567.9,Volkswagen,Golf,2017,petrol,inspection,10,1432.1,heavy,km
4.25,5244.1,Maruti,Swift,2016,petrol,full_service,4,155.4,average,time
2.01,2709.0,BMW,3 Series,2020,petrol,full_service,105,4582.7,average,time
0.67,691.6,BMW,3 Series,2014,petrol,inspection,182,5404.8,light,time
4.28,5699.1,Honda,Accord,2014,hybrid,oil_change,47,2025.3,average,time
3.62,6458.0,Volkswagen,Tiguan,2017,petrol,inspection,39,2339.8,average,time
1.21,1156.6,Maruti,Baleno,2016,diesel,inspection,144,4113.6,light,time
3.21,4701.7,Honda,Civic,2012,hybrid,inspection,68,3323.2,average,time
1.15,3497.6,Volkswagen,Polo,2013,petrol,full_service,46,4502.4,heavy,km
1.05,3419.1,Ford,Focus,2010,petrol,inspection,42,4580.9,heavy,km
0.27,819.9,Ford,Focus,2018,hybrid,full_service,109,11180.1,heavy,km
3.03,3597.3,Maruti,Vitara,2010,diesel,inspection,82,3171.0,average,time
5.61,9815.2,Volkswagen,Tiguan,2024,diesel,inspection,16,935.2,average,time
0.54,775.7,Hyundai,Tucson,2022,petrol,oil_change,166,7574.0,average,time
2.14,2636.1,Volkswagen,Polo,2016,petrol,full_service,88,3493.6,average,time
2.93,4040.0,Maruti,Vitara,2010,petrol,full_service,80,3609.0,average,time
5.39,7762.1,Honda,CR-V,2023,hybrid,oil_change,10,471.6,average,time
3.36,6214.1,Volkswagen,Golf,2024,hybrid,oil_change,41,2450.6,average,time
0.84,853.1,Volkswagen,Tiguan,2011,diesel,oil_change,172,5120.5,average,time
3.18,5603.8,Volkswagen,Polo,2021,petrol,oil_change,91,5225.0,average,time
2.61,1648.4,BMW,3 Series,2010,hybrid,oil_change,111,2316.2,light,time
5.41,4962.5,Maruti,Swift,2010,petrol,full_service,10,314.1,light,time
3.55,7341.5,Toyota,Camry,2017,petrol,inspection,39,2658.5,average,km
1.39,2281.3,Hyundai,i20,2021,diesel,oil_change,106,5601.9,average,time
2.3,3451.8,Hyundai,Creta,2014,petrol,inspection,94,4548.2,average,km
4.63,8088.0,Honda,Accord,2015,hybrid,oil_change,26,1512.0,average,km
4.08,7275.6,Toyota,RAV4,2011,petrol,oil_change,13,724.4,average,km
5.98,3471.9,Maruti,Baleno,2020,diesel,full_service,38,729.3,light,time
3.33,2593.0,Maruti,Baleno,2018,hybrid,inspection,102,2633.2,light,time
0.44,1461.7,Hyundai,i20,2013,hybrid,brake_service,72,8138.3,heavy,km
0.32,642.7,Ford,Focus,2015,electric,oil_change,348,22883.9,heavy,time
2.69,3683.6,Hyundai,Creta,2023,petrol,oil_change,69,3096.5,average,time
1.29,4073.1,Toyota,Corolla,2024,petrol,brake_service,65,6926.9,heavy,km
1.42,2410.7,Volkswagen,Golf,2015,diesel,full_service,164,9143.1,average,time
3.33,2888.2,BMW,3 Series,2018,petrol,full_service,88,2449.3,light,time
3.63,11544.5,Hyundai,Creta,2018,electric,oil_change,227,23671.9,heavy,time
1.21,1073.8,Volkswagen,Golf,2012,petrol,full_service,106,2923.8,light,time
2.45,1965.8,BMW,5 Series,2018,petrol,oil_change,96,2546.6,light,time
0.55,708.7,Maruti,Baleno,2015,petrol,inspection,153,6529.1,average,time
0.96,698.4,Honda,CR-V,2015,petrol,brake_service,139,3400.0,light,time
5.93,4083.7,Toyota,Corolla,2021,diesel,oil_change,6,125.7,light,time
1.57,2031.1,Toyota,RAV4,2017,petrol,oil_change,94,4039.4,average,time
2.73,4301.5,BMW,X3,2024,diesel,full_service,88,4539.8,average,time
2.93,2944.1,Maruti,Baleno,2017,petrol,oil_change,100,3302.1,light,time
10.34,11940.6,Toyota,RAV4,2021,electric,oil_change,85,3246.2,light,time
2.28,6636.1,BMW,3 Series,2023,petrol,oil_change,46,4363.9,heavy,km
0.89,1439.4,Maruti,Baleno,2013,electric,oil_change,278,14310.4,average,time
1.77,2471.3,Ford,Focus,2023,diesel,inspection,155,7225.1,average,time
4.87,4637.3,Maruti,Vitara,2022,electric,inspection,235,7265.7,light,time
2.76,4163.4,BMW,5 Series,2023,petrol,inspection,116,5626.1,average,time
4.44,8806.1,Maruti,Vitara,2024,diesel,inspection,30,1960.6,average,time
0.8,455.6,Hyundai,Tucson,2014,hybrid,oil_change,176,3630.9,light,time
1.69,4454.5,Toyota,RAV4,2020,diesel,oil_change,121,10545.5,heavy,km
0.78,2100.4,Volkswagen,Polo,2022,petrol,oil_change,103,8899.6,heavy,km
1.88,3506.3,Maruti,Vitara,2023,petrol,full_service,116,7175.9,average,time
6.03,5602.1,Volkswagen,Golf,2023,petrol,inspection,23,689.4,light,time
5.76,6136.8,Ford,Focus,2011,petrol,oil_change,17,580.7,light,time
4.58,5234.5,Toyota,RAV4,2012,petrol,oil_change,44,1659.1,average,time
0.18,311.2,BMW,X3,2010,hybrid,brake_service,163,8630.9,average,time
1.55,1852.6,Honda,CR-V,2022,hybrid,oil_change,145,5684.9,average,time
1.9,1492.6,Toyota,RAV4,2011,petrol,full_service,137,3618.8,light,time
9.62,13848.3,Honda,Civic,2024,electric,oil_change,30,1416.6,average,time
3.65,4207.9,Hyundai,Tucson,2011,petrol,oil_change,82,3180.9,light,time
7.19,3634.3,Toyota,Corolla,2010,electric,oil_change,109,1804.4,light,time
0.66,746.8,BMW,3 Series,2012,petrol,brake_service,167,5593.4,light,time
5.17,13409.0,Toyota,Corolla,2012,electric,full_service,220,18763.9,heavy,time
3.96,3139.3,Maruti,Swift,2020,hybrid,oil_change,60,1536.2,light,time
0.3,519.7,Volkswagen,Golf,2015,petrol,oil_change,139,7480.3,average,km
5.25,8564.0,Maruti,Vitara,2016,petrol,brake_service,26,1436.0,average,km
2.54,4378.0,Toyota,Corolla,2019,petrol,oil_change,93,5134.1,average,time
3.59,2002.6,BMW,X3,2024,petrol,oil_change,47,831.8,light,time
1.42,3227.2,Honda,CR-V,2022,diesel,full_service,111,8256.3,heavy,time
4.59,3341.0,Maruti,Vitara,2023,diesel,inspection,49,1173.3,light,time
1.11,1855.8,Volkswagen,Tiguan,2012,petrol,oil_change,110,6144.2,average,km
3.74,5722.0,Toyota,Corolla,2013,hybrid,inspection,64,3177.1,average,time
1.96,3644.4,Maruti,Baleno,2010,hybrid,oil_change,98,5955.6,average,km
0.73,1232.1,Volkswagen,Tiguan,2024,hybrid,oil_change,144,8208.3,average,time
1.54,5600.8,Honda,Accord,2011,petrol,brake_service,20,2399.2,heavy,km
3.61,6825.7,Toyota,Camry,2016,hybrid,inspection,64,4047.3,average,time
3.96,7906.9,Honda,CR-V,2011,hybrid,full_service,17,1101.9,average,time
2.1,3838.7,BMW,3 Series,2017,diesel,full_service,111,6817.7,average,time
1.32,750.2,Hyundai,Creta,2011,petrol,brake_service,117,2505.3,light,time
10.14,17665.8,Volkswagen,Tiguan,2015,electric,oil_change,39,2263.6,average,time
5.32,9502.6,BMW,X3,2015,diesel,full_service,22,1300.5,average,time
0.48,1728.1,Toyota,Corolla,2013,diesel,oil_change,87,10271.9,heavy,km
1.95,3467.1,Ford,Escape,2014,petrol,full_service,75,4532.9,average,km
3.52,6393.1,Volkswagen,Golf,2017,petrol,brake_service,60,3606.9,average,km
0.64,1942.9,Volkswagen,Tiguan,2023,petrol,full_service,88,9057.1,heavy,km
1.79,4975.0,Volkswagen,Polo,2012,diesel,full_service,77,7025.0,heavy,km
2.97,9639.0,Hyundai,i20,2014,diesel,full_service,21,2361.0,heavy,km
2.81,2111.3,Volkswagen,Tiguan,2024,diesel,oil_change,113,2819.4,light,time
5.58,8703.9,Honda,CR-V,2022,hybrid,inspection,32,1669.9,average,time
0.24,970.5,Hyundai,Tucson,2017,hybrid,oil_change,86,11029.5,heavy,km
1.9,1420.0,Hyundai,i20,2019,hybrid,inspection,134,3176.0,light,time
5.16,5590.6,Maruti,Swift,2013,diesel,oil_change,25,889.8,light,time
5.34,8933.7,Ford,Fiesta,2024,petrol,full_service,24,1330.4,average,time
1.59,5527.7,Maruti,Swift,2021,hybrid,full_service,67,7672.3,heavy,km
5.88,9007.7,Toyota,RAV4,2019,petrol,full_service,20,992.3,average,km
4.89,8578.4,BMW,5 Series,2021,hybrid,oil_change,44,2510.8,average,time
4.46,3732.5,Honda,Accord,2019,hybrid,brake_service,64,1784.6,light,time
2.97,4614.6,Volkswagen,Polo,2014,diesel,full_service,92,4724.5,average,time
3.22,4866.4,Toyota,RAV4,2016,hybrid,brake_service,99,4848.9,average,time
1.09,1239.2,Hyundai,i20,2024,petrol,oil_change,144,5383.3,average,time
4.45,8479.2,Ford,Escape,2018,diesel,oil_change,43,2699.7,average,time
1.25,919.1,Ford,Fiesta,2010,hybrid,oil_change,104,2561.9,light,time
4.87,6978.4,BMW,5 Series,2014,petrol,full_service,21,1021.6,average,km
4.24,14160.6,Toyota,Camry,2020,diesel,oil_change,7,839.4,heavy,km
0.3,945.7,Volkswagen,Golf,2017,hybrid,oil_change,112,11054.3,heavy,km
8.68,7148.0,Toyota,Camry,2013,electric,oil_change,74,1980.5,light,time
5.06,7113.3,Hyundai,i20,2010,hybrid,inspection,8,382.5,average,time
3.3,2057.2,Hyundai,Tucson,2024,diesel,oil_change,99,2043.2,light,time
3.64,5031.2,Hyundai,Creta,2012,petrol,oil_change,59,2662.2,average,time
2.69,5087.4,Ford,Fiesta,2018,petrol,full_service,76,4912.6,average,km
2.86,4843.9,Honda,CR-V,2016,petrol,inspection,95,5156.1,average,km
0.12,114.8,Ford,Fiesta,2015,diesel,oil_change,180,4605.6,light,time
1.33,2628.8,Toyota,Camry,2012,petrol,full_service,82,5371.2,average,km
2.69,1552.2,Ford,Fiesta,2012,petrol,inspection,97,1912.3,light,time
9.19,7809.9,Ford,Escape,2021,electric,oil_change,67,1870.2,average,time
4.74,6297.8,Hyundai,Tucson,2021,diesel,oil_change,35,1516.6,average,time
